Speciality_Group,HCP_ID,Decile,Emails_Jan18,Emails_Feb18,Emails_Mar18,Emails_Apr18,Emails_May18,Emails_Jun18,Emails_Jul18,Emails_Aug18,Emails_Sep18,Emails_Oct18,Emails_Nov18,Emails_Dec18,Emails_Jan19,Emails_Feb19,Emails_Mar19,Emails_Apr19,Calls_Jan18,Calls_Feb18,Calls_Mar18,Calls_Apr18,Calls_May18,Calls_Jun18,Calls_Jul18,Calls_Aug18,Calls_Sep18,Calls_Oct18,Calls_Nov18,Calls_Dec18,Calls_Jan19,Calls_Feb19,Calls_Mar19,Calls_Apr19,Segment,Brand_Sales_Jan18,Brand_Sales_Feb18,Brand_Sales_Mar18,Brand_Sales_Apr18,Brand_Sales_May18,Brand_Sales_Jun18,Brand_Sales_Jul18,Brand_Sales_Aug18,Brand_Sales_Sep18,Brand_Sales_Oct18,Brand_Sales_Nov18,Brand_Sales_Dec18,Brand_Sales_Jan19,Brand_Sales_Feb19,Brand_Sales_Mar19,Brand_Sales_Apr19,Final_formulary_status,Final_criteria_status,Speaker_Program_Jan18,Speaker_Program_Feb18,Speaker_Program_Mar18,Speaker_Program_Apr18,Speaker_Program_May18,Speaker_Program_Jun18,Speaker_Program_Jul18,Speaker_Program_Aug18,Speaker_Program_Sep18,Speaker_Program_Oct18,Speaker_Program_Nov18,Speaker_Program_Dec18,Speaker_Program_Jan19,Speaker_Program_Feb19,Speaker_Program_Mar19,Speaker_Program_Apr19,Mobile_Alerts_Jan18,Mobile_Alerts_Feb18,Mobile_Alerts_Mar18,Mobile_Alerts_Apr18,Mobile_Alerts_May18,Mobile_Alerts_Jun18,Mobile_Alerts_Jul18,Mobile_Alerts_Aug18,Mobile_Alerts_Sep18,Mobile_Alerts_Oct18,Mobile_Alerts_Nov18,Mobile_Alerts_Dec18,Mobile_Alerts_Jan19,Mobile_Alerts_Feb19,Mobile_Alerts_Mar19,Mobile_Alerts_Apr19,Competitor_Detailing_Jan18,Competitor_Detailing_Feb18,Competitor_Detailing_Mar18,Competitor_Detailing_Apr18,Competitor_Detailing_May18,Competitor_Detailing_Jun18,Competitor_Detailing_Jul18,Competitor_Detailing_Aug18,Competitor_Detailing_Sep18,Competitor_Detailing_Oct18,Competitor_Detailing_Nov18,Competitor_Detailing_Dec18,Competitor_Detailing_Jan19,Competitor_Detailing_Feb19,Competitor_Detailing_Mar19,Competitor_Detailing_Apr19,TC
REMS,1408,M,5,0,0,7,5,3,0,7,7,7,1,2,2,7,3,5,0,2,0,4,3,3,3,2,3,0,2,2,3,3,1,4,Field,58,14,16,50,13,12,49,34,48,30,30,53,33,22,29,58,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,14,7,7,7,11,17,0,4,9,17,15,16,3,0,3,0,3,2,0,3,1,0,1,0,3,0,0,1,0,C
Other-Speciality,1375,M,5,4,8,3,6,5,6,0,5,5,4,2,4,4,0,1,0,3,2,4,4,0,0,0,3,3,3,1,4,0,4,4,Field,39,16,29,27,49,21,59,56,19,13,59,52,19,23,56,38,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,4,18,18,12,1,8,3,11,9,6,11,6,7,16,1,2,2,0,3,0,1,1,2,1,2,1,1,1,3,0,C
Other-Speciality,4318,M,2,8,6,2,3,2,3,8,7,6,6,2,4,8,7,1,0,3,3,4,4,3,3,2,3,2,0,3,4,0,2,0,Field,27,39,10,15,56,29,28,26,51,51,56,42,57,52,48,60,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,6,4,8,8,1,15,15,14,12,4,18,4,3,2,1,3,3,0,0,2,3,3,1,3,3,2,3,2,3,C
NON-PCP,1243,M,2,3,0,8,5,1,2,3,2,0,7,0,6,6,2,1,0,2,0,2,3,1,1,3,3,3,1,4,1,3,2,4,Field,31,15,25,31,27,22,54,50,15,36,45,49,49,12,22,29,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,4,10,18,14,16,16,9,9,1,2,18,16,10,0,3,3,1,0,1,2,3,0,0,0,1,3,2,0,0,3,C
PCP,695,H,3,8,10,7,13,14,12,5,12,0,0,13,6,2,1,14,0,2,4,2,3,3,0,0,3,3,0,1,0,0,4,1,Field,52,104,77,81,62,41,55,67,75,86,74,60,97,54,69,84,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,15,16,5,0,14,1,9,11,12,5,16,13,14,3,1,0,3,3,1,1,0,1,2,3,3,3,3,3,2,C
NON-PCP,1096,H,12,14,10,11,12,8,7,13,12,13,5,14,6,7,3,14,0,1,2,3,2,1,0,4,3,0,0,2,4,1,1,2,Field,57,34,110,114,89,64,82,64,105,49,49,34,56,108,44,56,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,10,9,15,10,1,18,16,2,1,4,7,6,16,0,3,3,0,2,3,0,1,1,0,3,0,3,2,3,3,C
PCP,710,H,0,12,13,10,12,10,0,9,13,10,5,7,6,7,9,11,0,0,4,1,4,2,0,0,3,2,3,1,0,1,3,2,Field,73,102,61,66,30,44,119,103,58,84,84,99,48,36,116,108,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,12,6,10,3,16,1,14,14,12,13,13,10,4,2,3,3,0,3,3,0,3,0,1,2,2,0,2,2,1,2,C
Other-Speciality,4197,M,1,0,0,3,5,1,0,0,6,2,8,7,7,4,3,8,0,3,2,1,4,1,4,0,3,4,0,0,2,3,0,4,Field,13,48,56,47,58,38,45,29,48,44,55,55,39,54,25,11,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,3,2,6,4,10,4,16,17,9,16,2,0,3,6,3,3,3,0,1,3,1,3,3,0,2,0,1,3,0,0,C
Other-Speciality,5245,M,6,5,6,7,7,6,7,0,6,6,4,1,7,8,5,4,0,2,1,0,2,4,0,0,3,3,3,4,0,4,4,4,Field,31,33,14,14,48,54,42,24,51,46,39,23,22,41,48,14,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,1,16,18,12,0,17,1,18,9,5,5,7,10,13,1,1,1,2,0,1,3,3,0,1,3,2,2,3,1,0,C
Other-Speciality,2644,M,4,5,2,7,8,3,2,8,1,8,7,7,8,8,4,2,0,1,2,2,2,1,0,0,3,0,2,3,3,3,2,0,Field,13,10,24,32,51,39,18,15,48,25,60,26,27,54,28,33,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,8,8,13,18,17,17,16,18,11,1,3,8,18,1,3,2,1,2,1,0,3,0,1,3,3,0,0,2,1,C
Other-Speciality,4913,M,6,5,2,6,6,5,2,0,4,8,2,1,8,4,2,2,0,0,4,3,4,1,1,3,3,0,3,4,1,0,1,4,Field,33,22,24,28,29,13,46,36,20,32,29,18,22,29,41,30,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,5,11,8,13,8,3,15,14,12,6,1,13,8,7,2,0,1,3,3,0,3,3,0,0,2,1,1,2,0,3,C
REMS,1780,M,3,8,2,2,2,8,2,8,1,2,4,6,0,6,0,6,1,2,1,0,1,1,4,3,3,3,2,4,2,1,4,4,Field,55,47,52,44,34,54,33,39,17,10,12,25,48,14,45,47,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,13,11,9,12,13,8,2,13,8,12,6,1,2,0,0,3,2,0,0,0,0,1,2,0,0,3,3,1,2,C
REMS,2220,M,6,2,8,7,7,5,5,6,3,0,4,5,0,2,1,6,1,4,1,0,0,0,1,4,3,4,0,4,0,1,2,3,Field,17,21,29,50,30,24,33,27,10,21,18,15,11,16,29,13,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,1,6,3,11,0,2,14,13,18,7,0,15,2,0,2,2,0,2,0,3,0,1,0,3,0,1,2,3,1,C
REMS,1884,M,7,4,3,4,5,4,2,0,6,3,7,8,1,4,3,0,1,0,3,4,0,3,4,4,3,4,4,2,2,2,1,2,Field,47,50,12,30,32,23,31,28,31,36,17,25,20,25,50,52,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,11,8,15,9,1,3,11,15,15,9,11,11,5,1,1,0,2,3,0,1,1,2,3,2,0,0,0,3,2,C
Other-Speciality,2924,M,1,7,3,8,6,0,2,2,7,4,6,2,1,5,8,4,1,4,1,1,1,1,3,4,3,2,4,1,1,4,0,0,Field,24,10,58,26,42,55,56,24,13,37,25,24,29,51,46,44,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,8,17,1,4,12,11,15,4,15,5,14,10,14,10,3,2,2,1,2,1,1,1,3,3,0,3,2,3,2,1,C
NON-PCP,898,H,9,5,10,10,10,11,1,14,1,11,14,6,3,14,2,14,1,4,0,2,4,4,2,0,3,1,0,1,3,1,3,2,Field,67,112,98,115,62,45,117,118,68,61,91,65,41,73,77,70,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,6,13,16,14,12,0,4,5,3,16,9,1,0,2,3,0,2,3,3,0,0,1,1,2,2,1,0,3,0,C
Other-Speciality,5343,M,5,2,0,3,3,4,1,2,3,1,5,2,5,6,5,3,1,1,1,2,4,2,3,1,3,0,0,3,0,0,2,2,Field,19,27,51,55,12,37,59,40,29,29,33,43,54,24,39,48,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,14,0,14,0,9,1,3,6,5,5,7,4,18,8,2,3,1,3,0,3,0,0,3,2,0,0,1,2,1,0,C
Other-Speciality,5222,M,0,3,5,5,7,6,6,8,5,2,1,0,5,6,2,8,1,3,2,0,4,1,0,3,3,0,0,3,2,4,1,2,Field,11,55,37,50,11,49,24,32,52,34,27,60,36,52,36,20,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,2,8,10,15,6,13,6,5,9,18,6,4,17,11,3,0,3,0,3,1,3,2,3,3,2,1,2,2,3,2,C
Other-Speciality,5011,M,3,6,0,8,0,4,5,7,0,8,8,7,6,7,0,6,1,1,4,2,4,3,0,1,3,0,4,3,2,3,0,3,Field,36,32,25,46,50,53,22,55,39,38,29,47,24,33,48,54,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,4,6,14,5,14,9,10,15,17,5,14,7,14,0,3,0,1,0,3,3,3,0,2,2,0,1,3,3,0,3,C
Other-Speciality,2747,M,6,1,8,2,6,2,4,2,0,4,2,0,0,5,7,7,2,4,1,3,3,2,0,4,3,3,4,2,0,2,0,1,Field,23,25,58,57,33,48,30,32,59,38,57,56,55,37,34,59,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,2,9,16,11,9,12,0,3,2,11,2,1,8,12,1,0,3,2,0,2,1,1,0,3,1,3,2,0,1,1,C
Other-Speciality,3556,M,5,6,7,4,0,1,0,7,5,3,6,6,0,1,3,1,2,4,3,3,4,4,2,4,3,1,1,3,1,4,1,0,Field,47,33,41,27,11,13,22,12,24,21,20,12,53,10,37,29,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,11,14,4,5,5,12,7,13,7,2,6,0,14,1,1,2,1,2,2,2,0,3,0,2,3,0,0,1,2,2,C
Other-Speciality,2527,M,4,2,1,1,0,0,2,4,8,2,7,1,0,5,6,8,2,1,3,2,0,0,3,1,3,1,1,1,3,3,2,0,Field,38,35,12,13,11,14,12,15,32,45,53,30,26,53,52,43,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,10,16,2,5,10,1,17,18,9,3,18,0,2,1,2,0,2,3,2,3,1,2,0,1,3,3,2,0,3,C
NON-PCP,1157,H,2,3,1,11,2,0,9,6,9,11,2,4,1,5,4,2,2,1,3,2,2,1,3,4,3,0,0,0,4,4,2,0,Field,115,92,87,119,98,81,103,81,69,36,61,31,84,59,78,119,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,16,7,1,2,1,4,16,4,14,3,18,0,10,4,3,0,3,1,0,3,2,3,2,3,0,3,2,1,0,0,C
REMS,2267,M,1,1,6,8,3,8,4,7,1,5,1,7,2,6,6,6,2,1,3,0,3,0,1,0,3,0,2,0,2,3,2,3,Field,25,56,14,49,17,34,25,22,55,44,23,41,46,49,39,59,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,12,18,5,1,5,11,10,16,0,12,11,8,14,3,3,1,1,0,3,1,2,0,0,2,3,0,0,3,3,1,C
REMS,2164,M,4,3,0,0,6,8,1,0,2,6,7,6,2,3,2,4,2,3,2,2,1,4,3,1,3,3,2,4,3,3,1,3,Field,24,55,20,52,35,10,42,17,55,39,50,23,53,55,15,18,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,18,8,11,2,17,4,11,5,3,2,1,0,17,7,3,0,3,1,3,1,1,2,1,3,0,0,1,2,3,1,C
PCP,443,H,14,13,10,9,12,14,7,6,4,1,6,14,2,2,14,10,2,0,1,2,2,0,2,0,3,0,0,3,1,3,4,3,Field,101,47,52,52,48,64,97,115,41,64,79,91,76,111,76,74,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,12,2,5,8,4,12,18,8,8,3,10,11,11,3,1,3,3,3,2,2,1,1,0,0,3,0,0,1,3,C
Other-Speciality,3263,M,0,7,6,0,5,6,4,5,4,5,6,6,2,8,8,0,2,2,3,1,4,2,2,2,3,1,2,3,3,2,4,2,Field,43,48,11,56,57,24,24,31,48,58,15,56,30,31,27,25,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,6,17,12,1,11,12,12,2,7,8,8,15,1,9,0,2,2,3,3,3,0,3,3,3,1,1,1,0,3,2,C
REMS,1716,M,6,0,0,2,0,0,7,5,1,7,6,7,3,1,3,2,2,4,0,2,0,2,3,1,3,1,1,3,3,4,0,4,Field,50,39,39,19,28,20,51,52,37,31,53,41,45,37,53,38,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,10,2,11,3,13,2,15,13,16,11,18,12,14,0,2,3,2,3,2,0,3,3,3,1,3,1,3,1,0,2,C
Other-Speciality,2463,M,8,5,4,1,5,4,1,0,8,6,4,4,3,1,7,3,2,3,4,2,2,2,2,4,3,1,4,4,4,3,3,2,Field,19,27,17,34,40,40,10,17,30,41,19,20,22,53,58,54,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,10,12,2,5,17,12,15,5,12,3,16,17,4,1,1,1,3,3,1,2,0,1,3,1,2,3,1,0,2,C
Other-Speciality,5244,M,8,6,0,7,3,8,8,5,7,4,7,1,6,6,1,8,2,2,0,3,1,0,2,3,3,3,1,0,2,0,4,2,Field,14,36,23,36,51,36,39,36,29,22,42,42,38,45,49,22,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,14,3,1,18,16,10,5,16,2,14,16,15,12,6,3,1,2,1,1,1,0,2,0,1,0,2,3,0,0,3,C
REMS,117,H,11,3,2,2,8,5,6,7,12,9,14,11,6,5,6,2,2,3,1,2,1,1,3,4,3,0,3,4,3,2,3,1,Field,60,68,39,78,83,30,92,107,35,95,86,93,65,75,96,52,Other,Other_restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,7,3,17,14,14,1,15,1,17,15,0,12,8,3,1,2,0,3,0,2,2,1,3,0,1,0,2,3,3,C
NON-PCP,939,H,0,8,5,1,4,9,5,3,5,0,2,0,11,12,1,14,2,4,4,4,0,1,4,3,3,1,1,3,1,0,0,2,Field,41,73,67,52,79,86,85,35,88,50,80,70,37,69,58,36,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,15,15,12,8,11,6,11,12,4,0,9,15,13,3,2,3,2,1,1,1,0,2,2,1,0,2,0,2,0,2,C
PCP,415,H,9,5,1,0,9,3,9,9,3,10,5,9,12,9,7,6,2,1,3,1,0,0,0,2,3,3,3,3,0,1,2,3,Field,52,81,80,68,62,44,111,88,104,66,38,30,57,86,82,98,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,13,14,10,11,9,9,12,12,10,17,5,12,10,3,2,1,2,1,3,0,2,2,2,0,1,0,2,2,3,C
Other-Speciality,3531,M,7,5,4,1,7,8,5,4,0,8,5,8,0,8,0,4,3,0,1,0,2,4,4,4,3,3,2,2,3,0,3,3,Field,47,15,10,52,50,23,21,12,25,53,36,28,22,28,40,26,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,5,15,12,9,9,12,1,0,15,13,4,15,11,11,2,0,3,2,2,2,2,2,2,2,2,2,3,3,2,1,C
Other-Speciality,1378,M,1,1,6,7,3,6,7,6,1,0,8,7,0,1,0,8,3,2,3,4,0,1,3,1,3,3,1,2,4,3,2,4,Field,12,15,17,15,23,25,54,19,24,47,15,55,29,43,18,45,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,14,7,12,8,9,18,13,16,16,16,3,6,11,17,0,1,2,2,1,2,2,1,2,3,3,2,2,1,2,0,C
Other-Speciality,2415,M,8,8,1,1,3,5,5,4,1,5,4,1,2,5,1,1,3,4,4,3,3,1,0,2,3,3,0,3,1,0,3,2,Field,10,54,32,32,32,20,51,47,57,25,30,39,54,18,55,14,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,16,18,16,16,8,14,14,1,5,9,15,16,7,3,2,0,3,1,2,0,0,1,2,1,2,3,1,2,3,C
REMS,1714,M,2,0,6,4,2,3,0,4,6,8,2,8,2,0,2,4,3,4,3,1,0,1,2,4,3,1,2,2,3,2,3,1,Field,57,33,28,20,21,60,13,19,38,57,43,59,38,26,27,19,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,15,1,4,18,15,8,3,17,3,18,7,17,0,0,0,1,3,3,1,0,3,0,2,1,0,2,1,1,2,C
Other-Speciality,3503,M,6,7,5,8,7,4,1,6,8,2,0,3,2,5,5,7,3,4,1,3,1,2,0,4,3,3,1,0,0,3,3,1,Field,58,58,46,30,53,60,32,11,10,27,19,25,46,35,54,15,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,10,5,0,15,7,1,8,18,1,13,6,5,9,10,2,2,0,3,3,1,0,2,0,2,1,0,1,2,0,2,C
REMS,1956,M,5,1,6,4,1,1,1,7,3,3,8,0,4,4,1,6,3,3,2,4,4,1,2,2,3,2,4,0,0,3,1,0,Field,55,38,54,37,10,51,21,31,50,41,40,11,51,19,27,37,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,13,8,12,3,8,12,6,7,16,8,0,12,16,1,2,2,3,1,0,2,3,1,2,3,0,3,2,0,3,C
REMS,2006,M,6,5,3,4,2,8,7,2,2,1,2,8,5,1,4,7,3,1,0,1,4,1,2,3,3,1,2,2,4,1,4,3,Field,24,12,34,52,26,16,13,58,20,18,17,15,19,54,42,55,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,5,13,9,8,2,14,6,6,5,18,16,11,9,13,2,2,1,1,2,0,1,2,3,2,3,3,3,0,1,0,C
Other-Speciality,5550,M,3,7,6,3,4,8,4,4,4,6,3,0,5,1,7,1,3,4,4,3,2,2,3,0,3,3,4,3,4,0,4,2,Field,52,56,35,12,13,19,49,48,48,39,37,31,29,30,41,37,On_Formulary,Restrictions,3,2,1,0,3,3,3,3,1,1,3,1,0,0,0,3,18,13,0,0,13,17,4,5,9,6,18,5,11,16,7,5,0,2,3,3,0,2,3,0,2,1,1,0,2,3,1,1,T
Other-Speciality,2632,M,4,5,5,6,4,1,6,1,3,8,2,5,6,1,0,5,3,3,0,1,0,4,2,0,3,4,4,2,2,3,3,4,Field,59,48,24,13,13,36,24,56,43,18,56,44,60,40,39,50,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,12,6,7,15,18,17,14,3,0,18,9,8,9,9,3,2,1,2,2,1,2,3,1,1,0,1,1,3,1,3,C
Other-Speciality,3678,M,1,1,4,3,8,8,6,6,8,7,8,2,6,8,0,3,3,3,2,3,0,1,3,3,3,0,3,3,2,4,2,1,Field,47,49,20,10,45,51,13,41,29,25,24,26,55,34,24,41,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,10,5,16,13,13,14,3,7,12,1,9,18,9,2,2,1,0,1,2,0,2,2,3,0,2,0,0,2,3,C
Other-Speciality,5591,M,5,5,4,0,3,5,4,4,8,8,3,5,6,3,6,4,3,3,1,2,4,4,0,3,3,3,4,1,3,0,0,4,Field,17,14,10,42,10,54,30,11,11,55,19,48,28,23,19,17,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,10,9,9,5,14,11,6,1,12,13,2,6,17,13,2,3,0,3,3,0,0,0,0,0,2,1,1,2,0,3,C
Other-Speciality,3200,M,2,7,7,0,5,3,7,5,6,7,7,4,7,5,0,2,3,2,2,1,4,2,3,4,3,1,1,4,3,1,4,3,Field,44,51,17,43,40,47,23,41,12,49,18,23,11,11,21,25,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,17,5,16,13,4,17,10,18,17,3,11,2,9,0,3,1,2,2,3,1,1,2,2,1,1,0,3,2,2,C
PCP,386,H,12,11,7,9,7,4,7,14,12,11,4,6,7,2,11,9,3,3,2,1,0,2,1,0,3,3,4,1,2,1,1,3,Field,98,62,40,64,115,71,72,43,67,66,53,53,108,99,106,60,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,17,16,3,0,10,16,9,10,14,5,13,10,5,4,3,2,2,3,2,0,1,2,0,1,2,2,2,3,1,3,C
Other-Speciality,5604,M,5,3,7,8,1,5,3,2,2,4,0,7,8,5,7,7,3,1,3,1,1,4,1,3,3,2,1,0,1,4,0,0,Field,49,58,56,26,39,49,65,72,60,78,79,75,68,59,71,78,Other,Restrictions,3,3,2,1,2,1,0,3,3,0,3,0,1,2,0,3,0,0,13,18,8,3,12,9,1,8,18,5,7,7,8,12,1,2,0,3,2,0,0,0,3,3,1,3,0,0,2,3,T
PCP,772,H,0,13,3,14,6,0,6,1,12,12,4,8,11,13,0,13,3,1,1,1,2,0,1,0,3,1,0,0,2,3,0,4,Field,111,43,108,69,60,87,30,95,50,77,111,39,113,120,61,89,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,17,18,12,18,7,17,4,13,9,14,4,12,14,2,0,1,2,3,2,2,0,3,2,1,3,0,0,0,3,C
PCP,235,H,12,2,14,2,4,0,3,11,11,13,7,7,14,8,4,1,3,0,1,0,1,3,0,2,3,2,0,1,4,1,4,2,Field,31,44,109,120,72,42,75,67,52,38,73,89,56,72,79,71,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,8,17,14,13,12,8,2,18,9,1,14,12,0,0,1,0,2,2,3,2,0,0,2,1,3,1,2,3,C
Other-Speciality,3757,M,8,6,6,0,5,8,7,5,1,2,7,4,0,1,5,5,4,2,3,3,0,3,2,4,3,3,4,0,2,0,1,3,Field,21,54,47,29,53,58,31,51,40,52,13,55,17,55,58,39,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,14,3,15,4,13,16,11,13,10,1,9,14,5,3,3,2,0,1,2,3,0,3,3,3,0,1,1,3,1,C
Other-Speciality,4305,M,6,6,5,2,7,4,1,3,1,1,5,7,0,5,0,7,4,1,3,1,2,2,1,1,3,0,0,0,4,0,1,1,Field,41,14,31,28,53,46,17,27,41,20,43,40,17,52,56,28,Other,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,5,0,10,17,17,3,3,0,9,2,18,9,15,8,2,3,1,2,0,3,1,0,1,1,2,3,2,1,2,2,C
Other-Speciality,5419,M,8,6,0,3,3,6,7,2,1,2,6,1,1,4,1,6,4,3,1,1,4,4,3,4,3,0,3,3,1,3,3,1,Field,44,39,50,55,34,10,47,32,57,60,10,12,27,16,11,46,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,4,7,10,4,1,14,0,17,5,17,8,6,9,1,2,0,2,2,1,1,1,0,3,0,3,2,1,1,1,0,C
Other-Speciality,5023,M,7,6,7,3,0,3,7,4,4,8,6,4,1,2,7,0,4,3,4,2,1,2,0,3,3,4,3,2,1,1,0,3,Field,45,41,55,28,31,45,29,14,58,52,57,27,36,24,20,15,Not_On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,18,4,5,6,16,15,8,2,8,4,17,12,10,13,1,3,2,0,3,0,0,0,1,2,3,0,1,1,3,0,C
REMS,2129,M,0,2,0,7,4,2,6,7,1,1,3,4,2,7,4,1,4,2,1,2,3,2,3,0,3,1,0,2,4,4,1,2,Field,52,19,31,52,35,25,47,59,39,38,49,23,52,51,55,40,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,5,17,3,16,8,1,7,18,6,13,12,11,14,1,2,2,1,3,0,0,2,0,0,1,1,2,3,0,2,C
Other-Speciality,1364,M,7,1,7,5,2,6,3,7,2,4,8,1,2,6,5,1,4,0,0,0,3,4,1,2,3,3,2,4,1,0,0,3,Field,35,44,36,49,24,23,52,15,12,36,43,33,49,17,12,22,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,3,12,2,2,18,17,17,16,12,11,14,18,5,4,2,2,1,3,3,0,1,1,2,3,0,2,3,1,2,0,C
Other-Speciality,5056,M,7,4,8,0,8,8,2,6,4,1,1,4,5,4,2,6,4,2,0,4,3,0,2,1,3,1,1,3,4,2,0,0,Field,46,36,36,52,60,31,22,21,51,21,17,21,28,45,13,14,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,3,12,16,16,13,18,14,16,1,14,7,10,14,0,3,0,3,0,1,2,0,1,1,2,1,1,3,0,1,C
Other-Speciality,3792,M,8,8,2,6,5,0,6,1,4,4,4,3,6,5,3,7,4,0,0,0,3,4,2,2,3,3,2,0,3,2,0,4,Field,45,33,48,56,38,29,48,36,40,39,48,11,39,16,45,38,On_Formulary,Restrictions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,7,3,11,15,16,15,7,8,3,1,8,10,5,4,2,0,1,0,2,2,2,1,1,1,0,1,0,3,0,1,C
